t_amount,balance,l_amount,duration,payments,status
6738.7,19416.5,323472,48,6739.0,A
300.0,26155.2,323472,48,6739.0,A
7242.0,71764.0,173808,24,7242.0,A
6393.0,71756.4,165960,24,6915.0,A
3372.7,35525.5,80952,24,3373.0,A
20236.0,38898.2,80952,24,3373.0,A
4610.0,45307.9,165960,36,4610.0,A
4557.2,15451.4,164052,36,4557.0,B
4335.8,40536.7,208128,48,4336.0,B
5996.2,44813.8,143904,24,5996.0,A
4875.8,50727.3,117024,24,4876.0,A
29255.0,55603.1,117024,24,4876.0,A
2172.0,42930.3,52128,24,2172.0,A
3491.5,30565.0,41904,12,3492.0,A
8022.8,7858.4,192552,24,8023.0,B
1500.0,53171.1,45336,24,1889.0,A
2604.5,87672.5,31248,12,2604.0,A
6365.0,13475.7,76380,12,6365.0,A
6408.8,86956.1,76908,12,6409.0,B
3597.0,81293.2,43164,12,3597.0,A
2118.3,25333.4,127080,60,2118.0,A
3585.2,30752.8,172080,48,3585.0,A
7318.0,12376.0,87816,12,7318.0,A
5700.3,55554.7,68400,12,5700.0,B
5274.7,44154.0,126600,24,5275.0,A
8136.0,50755.7,97632,12,8136.0,A
1921.0,37771.8,23052,12,1921.0,A
13875.0,39692.8,23052,12,1921.0,A
3708.0,60929.6,7656,24,319.0,A
5616.2,26641.0,134784,24,5616.0,A
1915.0,35619.0,87840,24,3660.0,A
7801.2,28730.9,187224,24,7801.0,B
2577.0,78517.0,123696,48,2577.0,A
6224.3,57103.8,74688,12,6224.0,A
37346.0,63328.1,74688,12,6224.0,A
495.0,34791.7,21072,24,878.0,A
621.0,19354.3,38148,12,3179.0,A
9254.0,35200.1,15420,12,1285.0,A
400.0,34800.1,15420,12,1285.0,A
23038.0,55262.4,59760,24,2490.0,A
44.0,25334.8,48672,36,1352.0,A
12970.0,45357.5,198240,24,8260.0,A
9516.0,77728.0,79632,24,3318.0,A
20926.0,25375.7,104712,24,4363.0,A
19106.0,32436.1,76416,24,3184.0,A
6994.0,38595.2,105804,36,2939.0,A
5600.0,49104.0,155880,24,6495.0,A
1017.0,11158.5,174744,24,7281.0,B
733.0,23905.1,111384,24,4641.0,A
8151.0,98046.5,47304,24,1971.0,A
1612.0,36433.2,46320,24,1930.0,A
22799.0,35272.8,91200,24,3800.0,A
49.0,46417.4,41952,12,3496.0,A
36061.0,67514.6,72120,12,6010.0,A
445.0,71311.4,165960,24,6915.0,A
2687.0,42126.8,143904,24,5996.0,A
2735.0,24833.0,41904,12,3492.0,A
262.0,37509.8,23052,12,1921.0,A
9115.0,32043.3,38148,12,3179.0,A
1428.0,24715.2,104808,12,8734.0,A
4782.0,42458.4,260028,36,7223.0,A
5900.0,18227.3,45768,12,3814.0,A
9499.0,77608.7,274740,60,4579.0,A
4680.0,45991.1,170256,24,7094.0,A
573.0,27808.4,83016,12,6918.0,A
5500.0,7859.6,174744,24,7281.0,B
11567.0,84123.2,49320,12,4110.0,B
41300.0,84528.5,47304,24,1971.0,A
27782.0,125828.0,47304,24,1971.0,A
356.0,47572.1,205200,36,5700.0,A
1019.0,35414.2,46320,24,1930.0,A
3861.0,42556.4,41952,12,3496.0,A
5280.0,29100.2,36684,12,3057.0,A
18491.0,19191.0,21852,36,607.0,A
22400.0,49364.0,173808,24,7242.0,A
7900.0,32733.0,41904,12,3492.0,A
7900.0,35375.6,86616,12,7218.0,A
13346.0,30448.7,39576,12,3298.0,A
2239.0,33136.6,86616,12,7218.0,A
3218.0,57262.0,18564,12,1547.0,A
26800.0,88027.3,79608,24,3317.0,A
5700.0,26147.6,192744,36,5354.0,A
11222.0,42050.2,87840,24,3660.0,A
8700.0,27011.9,265320,36,7370.0,A
14400.0,42703.8,74688,12,6224.0,A
6300.0,31660.7,61056,48,1272.0,A
17600.0,52835.4,65184,12,5432.0,A
13000.0,32357.5,198240,24,8260.0,A
8455.0,4840.1,95400,36,2650.0,A
13649.0,58635.5,154416,48,3217.0,A
12100.0,37092.4,151560,24,6315.0,A
41606.0,71532.8,95808,12,7984.0,A
400.0,400.0,91152,24,3798.0,A
3100.0,32343.2,96396,12,8033.0,B
25219.0,92508.7,39576,12,3298.0,A
9900.0,38703.5,120888,36,3358.0,A
49787.0,137460.0,31248,12,2604.0,A
25100.0,112360.0,31248,12,2604.0,A
7551.0,94507.1,76908,12,6409.0,B
5300.0,39540.7,97632,12,8136.0,A
21200.0,38515.1,28248,24,1177.0,A
7800.0,34658.4,260028,36,7223.0,A
3900.0,22127.3,45768,12,3814.0,A
900.0,37803.5,120888,36,3358.0,A
3000.0,31397.0,71064,36,1974.0,A
5100.0,59505.1,231696,36,6436.0,A
30319.0,75626.9,165960,36,4610.0,A
22870.0,52756.9,165960,36,4610.0,A
8515.0,32864.5,21396,12,1783.0,A
5100.0,27764.5,21396,12,1783.0,A
21135.0,28993.3,192552,24,8023.0,B
39000.0,55507.1,76908,12,6409.0,B
29665.0,52627.9,60156,36,1671.0,B
3000.0,27752.8,172080,48,3585.0,A
1600.0,27782.7,92976,24,3874.0,A
6300.0,34974.9,189696,24,7904.0,A
2000.0,27375.7,104712,24,4363.0,A
10500.0,38111.4,74736,36,2076.0,A
3720.0,21126.8,15192,24,633.0,A
2100.0,34394.2,80952,24,3373.0,A
19500.0,51811.4,165960,24,6915.0,A
2100.0,33425.5,80952,24,3373.0,A
1400.0,26364.5,21396,12,1783.0,A
16900.0,43710.6,7656,24,319.0,A
3556.0,25174.9,187224,24,7801.0,B
28000.0,65731.5,227880,36,6330.0,A
5400.0,57436.0,54024,12,4502.0,A
3200.0,21900.4,24516,12,2043.0,A
12370.0,83902.8,95808,12,7984.0,A
19000.0,55542.7,121896,24,5079.0,A
14047.0,58840.0,68112,12,5676.0,A
1800.0,86227.3,79608,24,3317.0,A
3300.0,28311.4,193968,36,5388.0,A
400.0,32443.3,38148,12,3179.0,A
2500.0,19504.9,11736,24,489.0,A
9600.0,37180.6,131292,36,3647.0,A
5400.0,28501.9,44628,12,3719.0,A
11700.0,25392.4,151560,24,6315.0,A
4200.0,53026.4,51408,24,2142.0,A
11260.0,66802.7,121896,24,5079.0,A
4000.0,31272.8,91200,24,3800.0,A
3600.0,11851.4,164052,36,4557.0,B
19100.0,43823.9,96168,12,8014.0,A
49040.0,75681.0,134784,24,5616.0,A
2700.0,29743.3,38148,12,3179.0,A
2100.0,26815.2,104808,12,8734.0,A
7600.0,24549.6,276660,36,7685.0,B
14776.0,110362.0,108144,36,3004.0,A
25530.0,95586.1,108144,36,3004.0,A
42500.0,67862.1,108144,36,3004.0,A
7800.0,50835.5,154416,48,3217.0,A
4500.0,54299.9,139536,24,5814.0,A
2880.0,38116.5,248148,36,6893.0,A
8400.0,30195.2,105804,36,2939.0,A
2400.0,26101.9,44628,12,3719.0,A
24448.0,48478.5,80340,12,6695.0,A
7200.0,77241.1,77640,12,6470.0,A
23718.0,24357.4,208320,48,4340.0,A
3029.0,-863.7,215388,36,5983.0,B
47100.0,65885.2,46320,24,1930.0,A
43586.0,112985.0,46320,24,1930.0,A
33985.0,69399.2,46320,24,1930.0,A
9900.0,43324.9,91584,24,3816.0,A
1500.0,41430.3,52128,24,2172.0,A
41900.0,70459.5,31248,12,2604.0,A
7946.0,42920.9,189696,24,7904.0,A
9100.0,46162.4,59760,24,2490.0,A
8700.0,25958.4,260028,36,7223.0,A
7500.0,22695.2,105804,36,2939.0,A
47901.0,75709.4,83016,12,6918.0,A
3410.0,38016.0,209184,48,4358.0,A
2900.0,25282.2,156672,36,4352.0,A
32300.0,51602.8,95808,12,7984.0,A
1680.0,37386.5,300204,36,8339.0,A
1400.0,17290.2,20220,12,1685.0,A
18100.0,17236.3,215388,36,5983.0,B
5636.0,53869.1,231696,36,6436.0,A
2060.0,24982.6,259740,60,4329.0,A
8700.0,43111.4,165960,24,6915.0,A
38116.0,90872.9,165960,36,4610.0,A
11826.0,41009.4,65184,12,5432.0,A
840.0,68427.9,25944,24,1081.0,A
16048.0,100171.0,49320,12,4110.0,B
61600.0,49413.2,46320,24,1930.0,A
45128.0,111013.0,46320,24,1930.0,A
1500.0,20691.0,21852,36,607.0,A
9300.0,30935.7,14628,12,1219.0,A
35508.0,47359.4,164052,36,4557.0,B
12300.0,40871.1,45336,24,1889.0,A
11760.0,96360.8,212400,36,5900.0,A
5700.0,47681.9,224604,36,6239.0,A
6000.0,36703.8,74688,12,6224.0,A
14400.0,28047.6,36396,12,3033.0,A
3900.0,38656.4,41952,12,3496.0,A
12200.0,39710.8,17508,12,1459.0,A
18200.0,109126.0,39576,12,3298.0,A
34817.0,127326.0,39576,12,3298.0,A
7200.0,33347.6,192744,36,5354.0,A
8400.0,31140.7,97632,12,8136.0,A
11700.0,25003.8,74688,12,6224.0,A
3400.0,20690.2,20220,12,1685.0,A
12400.0,43318.4,37908,12,3159.0,A
38401.0,67394.4,192552,24,8023.0,B
14900.0,42362.0,18564,12,1547.0,A
37434.0,92941.1,76908,12,6409.0,B
32800.0,63560.8,212400,36,5900.0,A
3629.0,62102.5,227880,36,6330.0,A
14870.0,2366.3,215388,36,5983.0,B
5292.0,33364.4,41952,12,3496.0,A
3720.0,26180.2,36684,12,3057.0,A
28636.0,70762.8,143904,24,5996.0,A
39500.0,77857.7,39576,12,3298.0,A
8232.0,117358.0,39576,12,3298.0,A
11800.0,29380.9,196080,48,4085.0,A
12700.0,35778.5,80340,12,6695.0,A
4300.0,33086.5,300204,36,8339.0,A
36900.0,63271.2,49320,12,4110.0,B
21100.0,100482.0,47304,24,1971.0,A
37053.0,121582.0,47304,24,1971.0,A
36922.0,112489.0,96396,12,8033.0,B
6900.0,31986.7,288468,36,8013.0,A
14800.0,44040.0,68112,12,5676.0,A
2700.0,38730.3,52128,24,2172.0,A
800.0,28903.5,93888,36,2608.0,A
2700.0,14675.7,76380,12,6365.0,A
16400.0,36227.9,60156,36,1671.0,B
45721.0,79068.6,192744,36,5354.0,A
1200.0,23684.0,73836,36,2051.0,A
28100.0,59701.0,123696,48,2577.0,A
17189.0,27866.6,87360,24,3640.0,A
30500.0,59060.3,48624,24,2026.0,A
41757.0,69804.6,36396,12,3033.0,A
20400.0,49404.6,36396,12,3033.0,A
23100.0,41790.0,299088,36,8308.0,B
5300.0,20801.9,44628,12,3719.0,A
3700.0,30467.2,91632,12,7636.0,A
5882.0,33090.5,98184,24,4091.0,A
45000.0,82620.9,140400,36,3900.0,A
32766.0,127621.0,140400,36,3900.0,A
18000.0,35869.1,231696,36,6436.0,A
10500.0,23894.2,80952,24,3373.0,A
8186.0,57599.2,46320,24,1930.0,A
5300.0,23261.9,78936,12,6578.0,A
5760.0,23943.1,21924,36,609.0,A
10500.0,22925.5,80952,24,3373.0,A
9081.0,18701.7,92976,24,3874.0,A
15700.0,46989.4,82896,12,6908.0,A
2100.0,39660.5,24312,12,2026.0,A
2400.0,40918.4,37908,12,3159.0,A
11938.0,62773.5,154416,48,3217.0,A
43811.0,93215.6,36396,12,3033.0,A
14940.0,78275.6,36396,12,3033.0,A
2300.0,43691.1,170256,24,7094.0,A
3900.0,19845.0,99336,24,4139.0,A
39489.0,61389.4,24516,12,2043.0,A
14100.0,37502.8,95808,12,7984.0,A
1680.0,19446.8,15192,24,633.0,A
21800.0,55441.1,77640,12,6470.0,A
1100.0,25457.4,208320,48,4340.0,A
27861.0,48935.9,55368,24,2307.0,A
7800.0,104689.0,96396,12,8033.0,B
6800.0,31388.0,31728,24,1322.0,A
21712.0,112585.0,165960,36,4610.0,A
25400.0,87184.9,165960,36,4610.0,A
18076.0,74865.1,76908,12,6409.0,B
4600.0,16976.0,87816,12,7318.0,A
19700.0,35854.7,68400,12,5700.0,B
8415.0,35739.0,126600,24,5275.0,A
6400.0,36351.5,51696,24,2154.0,A
18900.0,38536.0,54024,12,4502.0,A
8200.0,18615.2,104808,12,8734.0,A
9037.0,46656.4,115992,36,3222.0,A
32600.0,55272.2,217152,36,6032.0,A
1900.0,35445.3,69360,48,1445.0,A
11300.0,64409.4,83016,12,6918.0,A
7200.0,28669.1,231696,36,6436.0,A
3500.0,30778.4,4980,12,415.0,A
2800.0,26061.9,78936,12,6578.0,A
7500.0,35824.9,91584,24,3816.0,A
22800.0,100414.0,165960,36,4610.0,A
36029.0,123214.0,165960,36,4610.0,A
3100.0,22233.4,127080,60,2118.0,A
16043.0,31638.9,224604,36,6239.0,A
2400.0,29260.7,61056,48,1272.0,A
17400.0,51055.5,141240,24,5885.0,A
5700.0,35157.6,23628,12,1969.0,A
30200.0,81325.5,154416,48,3217.0,A
48752.0,111526.0,154416,48,3217.0,A
8700.0,34991.1,170256,24,7094.0,A
3960.0,24773.0,97224,24,4051.0,A
6330.0,55265.9,55368,24,2307.0,A
4097.0,23067.5,21396,12,1783.0,A
800.0,27164.5,21396,12,1783.0,A
8700.0,72593.2,43164,12,3597.0,A
17989.0,38837.5,63252,12,5271.0,A
11300.0,29512.3,113796,36,3161.0,A
21700.0,53981.0,134784,24,5616.0,A
30.0,18769.8,92976,24,3874.0,A
125.4,22820.6,105804,36,2939.0,A
120.5,29023.9,93888,36,2608.0,A
141.9,30609.2,91632,12,7636.0,A
185.7,39896.5,17508,12,1459.0,A
284.4,68712.3,25944,24,1081.0,A
286.8,63847.6,212400,36,5900.0,A
106.3,36334.3,60156,36,1671.0,B
258.8,51314.3,141240,24,5885.0,A
194.3,46356.7,59760,24,2490.0,A
108.6,28420.0,193968,36,5388.0,A
227.6,44051.5,96168,12,8014.0,A
97.9,25432.7,48672,36,1352.0,A
129.4,29390.1,61056,48,1272.0,A
88.6,21089.5,87216,48,1817.0,B
162.8,33415.9,98184,24,4091.0,A
316.5,72909.7,43164,12,3597.0,A
126.0,26306.2,36684,12,3057.0,A
125.4,35942.3,30276,12,2523.0,B
1.7,1860.3,270648,36,7518.0,B
30.5,15392.3,270648,36,7518.0,B
65.0,4905.1,95400,36,2650.0,A
194.9,41204.3,65184,12,5432.0,A
146.3,39156.1,52128,24,2172.0,A
195.7,41114.0,37908,12,3159.0,A
197.4,28064.0,87360,24,3640.0,A
174.8,38689.9,28248,24,1177.0,A
94.5,19599.5,11736,24,489.0,A
14.6,29541.2,196080,48,4085.0,A
30.0,11217.9,27984,12,2332.0,A
14.6,36471.0,51696,24,2154.0,A
14.6,62610.0,227880,36,6330.0,A
14.6,29906.5,38148,12,3179.0,A
14.6,38724.7,54024,12,4502.0,A
14.6,29375.5,61056,48,1272.0,A
14.6,21074.9,87216,48,1817.0,B
14.6,41189.7,65184,12,5432.0,A
30.0,13336.2,464520,60,7742.0,B
14.6,38675.3,28248,24,1177.0,A
14.6,51299.7,141240,24,5885.0,A
14.6,18705.3,104808,12,8734.0,A
14.6,34925.7,15420,12,1285.0,A
14.6,47211.9,82896,12,6908.0,A
14.6,19584.9,11736,24,489.0,A
30.0,15362.3,270648,36,7518.0,B
13600.0,15461.9,270648,36,7518.0,B
125.2,35897.4,30276,12,2523.0,B
14.6,28049.4,87360,24,3640.0,A
14.6,24625.8,276660,36,7685.0,B
14.6,46342.1,59760,24,2490.0,A
14.6,68697.7,25944,24,1081.0,A
22900.0,45797.7,25944,24,1081.0,A
100.0,4488.1,47016,12,3918.0,A
14.6,25418.1,48672,36,1352.0,A
14.6,59377.8,48624,24,2026.0,A
6300.0,33493.7,24312,12,2026.0,A
14.6,39793.7,24312,12,2026.0,A
14.6,35772.2,23628,12,1969.0,A
400.0,35557.6,23628,12,1969.0,A
149.7,32248.4,288468,36,8013.0,A
90.8,24640.4,276660,36,7685.0,B
39.1,15422.8,270648,36,7518.0,B
1.6,1861.9,270648,36,7518.0,B
51.7,13366.2,464520,60,7742.0,B
86.1,21000.9,87216,48,1817.0,B
102.9,55368.8,55368,24,2307.0,A
313.6,75178.7,76908,12,6409.0,B
125.2,36168.3,30276,12,2523.0,B
139.7,38870.1,52128,24,2172.0,A
123.3,24066.5,21924,36,609.0,A
308.6,54608.5,139536,24,5814.0,A
248.2,67050.9,121896,24,5079.0,A
170.2,31310.9,97632,12,8136.0,A
207.5,28876.6,231696,36,6436.0,A
177.8,35916.7,126600,24,5275.0,A
162.3,44213.8,96168,12,8014.0,A
70.7,16870.2,104712,24,4363.0,A
148.5,25131.1,259740,60,4329.0,A
99.1,27474.8,104712,24,4363.0,A
163.8,29676.1,113796,36,3161.0,A
136.7,32869.7,41904,12,3492.0,A
117.4,32553.5,76416,24,3184.0,A
144.3,33280.9,86616,12,7218.0,A
208.3,78483.8,36396,12,3033.0,A
204.9,51360.1,36168,12,3014.0,A
138.2,32969.8,75624,24,3151.0,B
139.7,39009.8,52128,24,2172.0,A
163.7,37967.2,120888,36,3358.0,A
15.5,2397.6,215388,36,5983.0,B
237.6,78095.3,39576,12,3298.0,A
193.5,41064.6,45336,24,1889.0,A
14.6,26093.9,260028,36,7223.0,A
30.0,46816.0,115992,36,3222.0,A
14.6,30060.4,149040,48,3105.0,A
30.0,22310.5,45768,12,3814.0,A
30.0,37314.2,131292,36,3647.0,A
14.6,57616.9,197748,36,5493.0,A
14.6,20766.2,20220,12,1685.0,A
14.6,41099.4,37908,12,3159.0,A
30.0,4875.1,95400,36,2650.0,A
233.9,39071.4,63252,12,5271.0,A
61.9,14737.6,76380,12,6365.0,A
205.3,42567.2,18564,12,1547.0,A
14.6,78005.0,79632,24,3318.0,A
144.5,37654.4,23052,12,1921.0,A
2856.0,65374.3,108144,36,3004.0,A
14.6,90961.1,168984,24,7041.0,B
30.0,77885.3,274740,60,4579.0,A
14.6,65359.7,108144,36,3004.0,A
14.6,35582.9,69360,48,1445.0,A
30.0,81569.9,154416,48,3217.0,A
226.8,44440.6,96168,12,8014.0,A
141.5,33111.3,75624,24,3151.0,B
340.5,90730.8,168984,24,7041.0,B
15.8,2382.1,215388,36,5983.0,B
108.0,22235.3,45768,12,3814.0,A
229.2,35786.8,23628,12,1969.0,A
30.0,37937.2,120888,36,3358.0,A
30.0,27444.8,104712,24,4363.0,A
14.6,16855.6,104712,24,4363.0,A
30.0,78453.8,36396,12,3033.0,A
14.6,41972.1,299088,36,8308.0,B
14.6,35156.7,170256,24,7094.0,A
14.6,32538.9,76416,24,3184.0,A
100.0,29576.1,113796,36,3161.0,A
14.6,54593.9,139536,24,5814.0,A
14.6,38259.8,248148,36,6893.0,A
14.6,22806.0,105804,36,2939.0,A
30.0,20901.8,44628,12,3719.0,A
14.6,64593.6,83016,12,6918.0,A
14.6,38165.1,209184,48,4358.0,A
14.6,25517.5,151560,24,6315.0,A
237.1,47226.5,82896,12,6908.0,A
140.2,34940.3,15420,12,1285.0,A
14.6,30594.6,91632,12,7636.0,A
291.6,78019.6,79632,24,3318.0,A
123.7,24896.7,97224,24,4051.0,A
298.8,53325.2,51408,24,2142.0,A
14.6,53310.6,51408,24,2142.0,A
14.6,38256.6,74736,36,2076.0,A
14.6,49351.4,155880,24,6495.0,A
14.6,35966.4,80340,12,6695.0,A
108.1,26170.0,78936,12,6578.0,A
14.6,33401.3,98184,24,4091.0,A
14.6,31520.9,71064,36,1974.0,A
14.6,17420.8,99336,24,4139.0,A
2520.0,17435.4,99336,24,4139.0,A
158.0,38274.4,248148,36,6893.0,A
252.7,100667.0,165960,36,4610.0,A
14.6,25367.2,156672,36,4352.0,A
14.6,61499.0,24516,12,2043.0,A
136.3,30914.7,4980,12,415.0,A
14.6,37690.5,95808,12,7984.0,A
107.6,28527.6,193968,36,5388.0,A
56.5,7916.1,174744,24,7281.0,B
376.8,82997.7,140400,36,3900.0,A
128.9,31979.3,29784,24,1241.0,A
159.8,42210.0,87840,24,3660.0,A
247.3,62624.6,227880,36,6330.0,A
106.5,31065.2,21072,24,878.0,A
262.0,49366.0,155880,24,6495.0,A
206.7,72891.4,76680,24,3195.0,A
133.3,25274.7,74688,12,6224.0,A
177.4,44065.7,7656,24,319.0,A
107.6,27119.5,265320,36,7370.0,A
216.0,31854.9,224604,36,6239.0,A
70.8,29814.1,38148,12,3179.0,A
332.3,100814.0,47304,24,1971.0,A
286.3,63557.5,49320,12,4110.0,B
202.5,35981.0,80340,12,6695.0,A
25.9,17869.8,230220,36,6395.0,B
159.8,38271.2,74736,36,2076.0,A
77.3,22404.7,127080,60,2118.0,A
152.4,25609.8,208320,48,4340.0,A
52.1,27926.0,172080,48,3585.0,A
198.7,54378.3,134784,24,5616.0,A
14.6,19529.4,15192,24,633.0,A
14.6,33221.8,300204,36,8339.0,A
14.6,11208.8,174744,24,7281.0,B
14.6,7901.5,174744,24,7281.0,B
30.0,25579.8,208320,48,4340.0,A
14.6,82983.1,140400,36,3900.0,A
100.0,63457.5,49320,12,4110.0,B
14.6,15612.2,71460,12,5955.0,A
30.0,55690.1,77640,12,6470.0,A
14.6,17100.2,111384,24,4641.0,A
14.6,24882.1,97224,24,4051.0,A
231.3,104920.0,96396,12,8033.0,B
125.2,36022.5,30276,12,2523.0,B
202.7,36057.4,68400,12,5700.0,B
162.6,33253.2,98184,24,4091.0,A
151.4,67545.7,192552,24,8023.0,B
144.7,25319.6,187224,24,7801.0,B
198.4,40735.2,208128,48,4336.0,B
124.5,47483.9,164052,36,4557.0,B
14.6,101217.0,47304,24,1971.0,A
14.6,17855.2,230220,36,6395.0,B
9900.0,17811.8,230220,36,6395.0,B
30.0,28846.6,231696,36,6436.0,A
14.6,67036.3,121896,24,5079.0,A
14.6,2383.0,215388,36,5983.0,B
196.8,41986.7,299088,36,8308.0,B
98.1,18799.8,92976,24,3874.0,A
180.2,35171.3,170256,24,7094.0,A
14.6,30900.1,4980,12,415.0,A
14.6,24005.5,80952,24,3373.0,A
14.6,55373.8,55368,24,2307.0,A
30.0,104890.0,96396,12,8033.0,B
30.0,47733.0,205200,36,5700.0,A
14.6,57792.9,46320,24,1930.0,A
14.6,13773.0,63312,48,1319.0,A
4700.0,28819.0,41952,12,3496.0,A
14.6,27673.8,288468,36,8013.0,A
14.6,33519.0,41952,12,3496.0,A
4560.0,27688.4,288468,36,8013.0,A
14.6,31381.5,91200,24,3800.0,A
14.6,31513.4,31728,24,1322.0,A
14.6,26155.4,78936,12,6578.0,A
295.1,59996.2,123696,48,2577.0,A
123.5,30075.0,149040,48,3105.0,A
190.9,47763.0,205200,36,5700.0,A
139.3,32145.9,44088,24,1837.0,A
14.6,39881.9,17508,12,1459.0,A
14.6,26291.6,36684,12,3057.0,A
14.6,44264.8,68112,12,5676.0,A
14.6,35970.9,91584,24,3816.0,A
30.0,43136.8,189696,24,7904.0,A
14.6,33096.7,75624,24,3151.0,B
14.6,25116.5,259740,60,4329.0,A
6700.0,26396.7,75624,24,3151.0,B
14.6,24051.9,21924,36,609.0,A
147.8,39808.3,24312,12,2026.0,A
332.1,59392.4,48624,24,2026.0,A
100.0,49495.4,173808,24,7242.0,A
14.6,31067.6,14628,12,1219.0,A
14.6,19496.9,323472,48,6739.0,A
5400.0,37916.7,165960,24,6915.0,A
14.6,43316.7,165960,24,6915.0,A
14.6,23033.1,80952,24,3373.0,A
14.6,100652.0,165960,36,4610.0,A
100.0,47383.9,164052,36,4557.0,B
100.0,67268.7,98592,24,4108.0,A
104.7,18719.9,104808,12,8734.0,A
14.6,36120.6,208128,48,4336.0,B
4600.0,36135.2,208128,48,4336.0,B
14.6,23170.8,21396,12,1783.0,A
14.6,70981.6,143904,24,5996.0,A
14.6,50907.1,117024,24,4876.0,A
14.6,39141.5,52128,24,2172.0,A
14.6,33396.8,86616,12,7218.0,A
14.6,78357.4,39576,12,3298.0,A
14.6,32991.8,41904,12,3492.0,A
110.4,19955.4,99336,24,4139.0,A
208.3,57807.5,46320,24,1930.0,A
99.6,25381.8,156672,36,4352.0,A
30.0,67515.7,192552,24,8023.0,B
14.6,41050.0,45336,24,1889.0,A
100.0,28923.9,93888,36,2608.0,A
14.6,70802.8,31248,12,2604.0,A
14.6,14723.0,76380,12,6365.0,A
14.6,42552.6,18564,12,1547.0,A
202.3,37705.1,95808,12,7984.0,A
124.2,61513.6,24516,12,2043.0,A
97.2,19544.0,15192,24,633.0,A
117.9,23185.4,21396,12,1783.0,A
385.5,86612.8,79608,24,3317.0,A
231.4,49595.4,173808,24,7242.0,A
269.0,67368.7,98592,24,4108.0,A
150.0,33236.4,300204,36,8339.0,A
211.2,54170.7,107640,24,4485.0,A
194.4,50921.7,117024,24,4876.0,A
198.9,64608.2,83016,12,6918.0,A
19.1,23703.1,73836,36,2051.0,A
233.5,70996.2,143904,24,5996.0,A
163.6,38179.7,209184,48,4358.0,A
146.5,31082.2,14628,12,1219.0,A
90.7,20780.8,20220,12,1685.0,A
59.9,17035.9,87816,12,7318.0,A
64.9,11223.4,174744,24,7281.0,B
185.2,79253.7,192744,36,5354.0,A
129.9,20931.8,44628,12,3719.0,A
95.0,19511.5,323472,48,6739.0,A
107.0,29921.1,38148,12,3179.0,A
121.0,27873.8,172080,48,3585.0,A
245.9,43166.8,189696,24,7904.0,A
169.3,33533.6,41952,12,3496.0,A
174.9,29555.8,196080,48,4085.0,A
57.3,13787.6,63312,48,1319.0,A
123.3,31396.1,91200,24,3800.0,A
239.4,44279.4,68112,12,5676.0,A
232.2,47346.8,72120,12,6010.0,A
75.2,15626.8,71460,12,5955.0,A
126.0,24020.1,80952,24,3373.0,A
136.7,33006.4,41904,12,3492.0,A
19.6,55388.4,55368,24,2307.0,A
274.9,62377.3,227880,36,6330.0,A
185.9,31698.1,189696,24,7904.0,B
112.0,32098.7,288468,36,8013.0,A
279.0,55720.1,77640,12,6470.0,A
140.0,31528.0,31728,24,1322.0,A
134.1,36485.6,51696,24,2154.0,A
276.8,78372.0,39576,12,3298.0,A
56.9,11247.9,27984,12,2332.0,A
94.0,22327.4,127080,60,2118.0,A
130.5,33411.4,86616,12,7218.0,A
27.8,20718.8,21852,36,607.0,A
160.6,35985.5,91584,24,3816.0,A
100.8,36043.2,30276,12,2523.0,B
138.5,31535.5,71064,36,1974.0,A
101.7,17114.8,111384,24,4641.0,A
100.0,28427.6,193968,36,5388.0,A
14.6,86598.2,79608,24,3317.0,A
30.0,63817.6,212400,36,5900.0,A
14.6,72895.1,43164,12,3597.0,A
14.6,75164.1,76908,12,6409.0,B
14.6,22390.1,127080,60,2118.0,A
14.6,27911.4,172080,48,3585.0,A
219.9,43331.3,165960,24,6915.0,A
14.6,17021.3,87816,12,7318.0,A
14.6,79239.1,192744,36,5354.0,A
14.6,36042.8,68400,12,5700.0,B
14.6,39056.8,63252,12,5271.0,A
417.7,101232.0,47304,24,1971.0,A
110.9,27230.4,265320,36,7370.0,A
32.2,17843.9,230220,36,6395.0,B
184.9,42394.8,87840,24,3660.0,A
268.5,72684.7,76680,24,3195.0,A
198.7,54179.6,134784,24,5616.0,A
177.7,43888.3,7656,24,319.0,A
122.8,31188.0,21072,24,878.0,A
137.7,25141.5,74688,12,6224.0,A
14.6,32131.3,44088,24,1837.0,A
14.6,31296.3,97632,12,8136.0,A
30.0,44410.6,96168,12,8014.0,A
14.6,35902.1,126600,24,5275.0,A
14.6,42314.6,182628,36,5073.0,A
14.6,19416.1,52788,12,4399.0,A
203.2,38739.3,54024,12,4502.0,A
134.6,32492.2,198240,24,8260.0,A
150.1,26108.5,260028,36,7223.0,A
122.2,23047.7,80952,24,3373.0,A
216.1,55488.3,217152,36,6032.0,A
244.8,90975.7,168984,24,7041.0,B
274.4,81599.9,154416,48,3217.0,A
105.2,22340.5,45768,12,3814.0,A
231.7,57631.5,197748,36,5493.0,A
173.8,42329.2,182628,36,5073.0,A
306.6,77915.3,274740,60,4579.0,A
139.7,25532.1,151560,24,6315.0,A
368.2,68230.3,108144,36,3004.0,A
189.7,46846.0,115992,36,3222.0,A
152.2,35597.5,69360,48,1445.0,A
163.6,37344.2,131292,36,3647.0,A
84.0,19430.7,52788,12,4399.0,A
357.9,70817.4,31248,12,2604.0,A
